Line,Category,Misconfigured_Param,Snippet
92,SCTP Connection Refused,Active_gNBs=gNB-Eurecom-CU,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
93,SCTP Connection Refused,gNBs.local_s_address=127.0.0.3,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
94,SCTP Connection Refused,gNBs.plmn_list.mcc=1000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
95,SCTP Connection Refused,gNBs.gNB_name=12345,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
96,Configuration/Syntax Error,gNBs.plmn_list.mnc_length=4,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
97,SCTP Connection Refused,gNBs.local_s_address=127.0.0.3,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
98,SCTP Connection Refused,security.drb_integrity=maybe,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
99,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=192.168.8.43,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_201.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
100,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=127.0.0.3,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_372.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
101,Configuration/Syntax Error,gNBs.plmn_list.snssaiList.sst=-1,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
102,SCTP Connection Refused,gNBs.plmn_list.mcc=999,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
103,Configuration/Syntax Error,gNBs.plmn_list.mnc=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
104,Configuration/Syntax Error,gNBs={},[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_79.conf - line 8: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_confi
105,Configuration/Syntax Error,log_config={},[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_136.conf - line 81: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
106,SCTP Connection Refused,security.ciphering_algorithms[2]=nea7,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
107,SCTP Connection Refused,gNBs.tr_s_preference=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
108,Configuration/Syntax Error,security={},[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_135.conf - line 63: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
109,SCTP Connection Refused,gNBs.local_s_address=12345,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
110,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=0.0.0.0,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_202.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
111,SCTP Connection Refused,gNBs.local_s_address=127.0.0.3,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
112,SCTP Connection Refused,security.ciphering_algorithms[1]=nea6,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
113,SCTP Connection Refused,security.integrity_algorithms[0]=nia5,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
114,GTP/Interface Creation Failure,gNBs.local_s_address=172.16.0.1,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
115,GTP/Interface Creation Failure,gNBs.local_s_address=127.0.0.256,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
116,SCTP Connection Refused,Active_gNBs=[],[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
117,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=127.0.0.5,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_369.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
118,SCTP Connection Refused,gNBs.tr_s_preference=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
119,SCTP Connection Refused,gNBs.plmn_list.mcc=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
120,Configuration/Syntax Error,gNBs.SCTP={},[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_74.conf - line 43: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_conf
121,GTP/Interface Creation Failure,gNBs.local_s_address=127.0.0.256,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
122,GTP/Interface Creation Failure,gNBs.local_s_address=192.168.8.43,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
123,Configuration/Syntax Error,gNBs.plmn_list.mnc=1000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
124,Configuration/Syntax Error,gNBs.plmn_list.mnc=1000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
125,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=127.0.0.1,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_396.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
126,SCTP Connection Refused,gNBs.tr_s_preference=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
127,Configuration/Syntax Error,gNBs.NETWORK_INTERFACES.GNB_IPV4_ADDRESS_FOR_NGU=None,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_238.conf - line 57: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
128,Configuration/Syntax Error,gNBs.plmn_list.snssaiList.sst=100000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
129,SCTP Connection Refused,gNBs.gNB_ID=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
130,GTP/Interface Creation Failure,gNBs.NETWORK_INTERFACES.GNB_IPV4_ADDRESS_FOR_NG_AMF=192.168.8.256,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
131,Configuration/Syntax Error,gNBs.plmn_list.snssaiList={},[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_73.conf - line 59: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_conf
132,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=192.168.1.256,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_04.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_conf
133,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=None,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_216.conf - line 51: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
134,SCTP Connection Refused,security.integrity_algorithms[1]=nia5,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
135,Configuration/Syntax Error,gNBs.plmn_list.mnc_length=invalid,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
136,SCTP Connection Refused,gNBs.gNB_name=123,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
137,Configuration/Syntax Error,Active_gNBs=[''],[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_70.conf - line 2: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_confi
138,SCTP Connection Refused,gNBs.gNB_ID=invalid_hex,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
139,SCTP Connection Refused,gNBs.local_s_address=127.0.0.3,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
140,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=10.0.0.1,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_270.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
141,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=None,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_235.conf - line 51: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_con
142,GTP/Interface Creation Failure,gNBs.local_s_address=192.168.70.132,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
143,Configuration/Syntax Error,gNBs.amf_ip_address.ipv4=,[LIBCONFIG] file /home/sionna/evan/CursorAutomation/cursor_gen_conf/auto_run_gnb_ue/cu_case_64.conf - line 91: syntax error [CONFIG] /home/sionna/evan/openairinterface5g/common/config/config_load_conf
144,Configuration/Syntax Error,gNBs.plmn_list.mnc_length=2,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
145,Configuration/Syntax Error,gNBs.plmn_list.mcc=1000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
146,SCTP Connection Refused,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
147,Encoding/Buffer Overflow,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex=1000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
148,Configuration/Syntax Error,Active_gNBs=[],[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
149,SCTP Connection Refused,RUs[0].local_rf=no,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
150,SCTP Connection Refused,MACRLCs[0].local_n_address=192.168.1.1,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
151,SCTP Connection Refused,MACRLCs[0].remote_n_address=10.0.0.1,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
152,SCTP Connection Refused,gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=10000000,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
153,SCTP Connection Refused,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
154,Configuration/Syntax Error,"fhi_72.ru_addr=['00:00:00:00:00:00', '00:00:00:00:00:00']",[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
155,Radio Frequency/ARFCN Issue,gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=79,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
156,GTP/Interface Creation Failure,MACRLCs[0].remote_n_address=127.0.0.256,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
157,Encoding/Buffer Overflow,gNBs[0].servingCellConfigCommon[0].powerRampingStep=4,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
158,Radio Frequency/ARFCN Issue,gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
159,SCTP Connection Refused,MACRLCs[0].remote_n_address=10.0.0.1,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
160,Radio Frequency/ARFCN Issue,gNBs[0].servingCellConfigCommon[0].dl_absoluteFrequencyPointA=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
161,Configuration/Syntax Error,Active_gNBs=[],[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
162,Configuration/Syntax Error,gNBs[0].nr_cellid=None,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
163,Encoding/Buffer Overflow,gNBs[0].min_rxtxtime=100,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
164,Configuration/Syntax Error,"fhi_72.dpdk_devices=['invalid:pci', 'invalid:pci']",[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
165,Configuration/Syntax Error,Active_gNBs=[],[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
166,SCTP Connection Refused,gNBs[0].servingCellConfigCommon[0].dl_frequencyBand=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
167,Encoding/Buffer Overflow,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB=200,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
168,SCTP Connection Refused,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
169,Radio Frequency/ARFCN Issue,gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=0,[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
170,Configuration/Syntax Error,Active_gNBs=[],[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
171,Configuration/Syntax Error,"fhi_72.dpdk_devices=['invalid:pci', 'invalid:pci']",[ENB_APP]   nfapi (0) running mode: MONOLITHIC [0m[GNB_APP]   Getting GNBSParams [0m[OPT]   OPT disabled [0m[HW]   Version: Branch: HEAD Abrev. Hash: 7026763286 Date: Tue Jul 2 12:38:22 2024 +0000 
