filename,modified_key,original_value,error_value,error_type,affected_module,impact_description,option,source_file,domain_density,token_set,param_name,param_in_repo
DU_case_046.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FDM,0,1,logical contradiction,PHY,PRACH message 1 FDM enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182,"{'fdm', 'fail', 'contradiction', 'will', '1', 'message', 'phy', 'prach', 'logical', 'modulation', 'cause', 'to', 'enabled'}",prach_msg1_FDM,
DU_case_047.json,gNBs[0].servingCellConfigCommon[0].zeroCorrelationZoneConfig,13,0,out of range,PHY,Zero correlation zone configuration will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'correlation', 'will', 'range', 'zero', 'phy', 'configuration', 'modulation', 'of', 'cause', 'to', 'out', 'zone'}",zeroCorrelationZoneConfig,
DU_case_048.json,gNBs[0].servingCellConfigCommon[0].preambleReceivedTargetPower,-96,0,out of range,PHY,Zero preamble received target power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'power', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'cause', 'received', 'target', 'to', 'out', 'preamble'}",preambleReceivedTargetPower,
DU_case_049.json,gNBs[0].servingCellConfigCommon[0].preambleTransMax,6,0,out of range,PHY,Zero preamble transmission maximum will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'maximum', 'will', 'range', 'zero', 'phy', 'transmission', 'modulation', 'of', 'cause', 'to', 'out', 'preamble'}",preambleTransMax,
DU_case_050.json,gNBs[0].servingCellConfigCommon[0].powerRampingStep,1,0,out of range,PHY,Zero power ramping step will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'ramping', 'power', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'cause', 'step', 'to', 'out'}",powerRampingStep,
DU_case_051.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,0,out of range,PHY,Zero RA response window will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'will', 'range', 'zero', 'window', 'phy', 'modulation', 'of', 'response', 'cause', 'ra', 'to', 'out'}",ra_ResponseWindow,
DU_case_052.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,4,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.17647058823529413,"{'fail', 'occasion', 'will', 'range', 'zero', 'phy', 'and', 'cb', 'modulation', 'of', 'per', 'preambles', 'cause', 'ssb', 'rach', 'pr', 'to', 'out'}",ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,
DU_case_053.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB,15,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1875,"{'fail', 'occasion', 'will', 'range', 'zero', 'phy', 'and', 'cb', 'modulation', 'of', 'per', 'preambles', 'cause', 'ssb', 'rach', 'to', 'out'}",ssb_perRACH_OccasionAndCB_PreamblesPerSSB,
DU_case_054.json,gNBs[0].servingCellConfigCommon[0].ra_ContentionResolutionTimer,7,0,out of range,PHY,Zero RA contention resolution timer will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'resolution', 'fail', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'cause', 'ra', 'to', 'contention', 'timer', 'out'}",ra_ContentionResolutionTimer,
DU_case_055.json,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB,19,0,out of range,PHY,Zero RSRP threshold SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.2,"{'threshold', 'rsrp', 'fail', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'ssb', 'cause', 'to', 'out'}",rsrp_ThresholdSSB,
DU_case_056.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex_PR,2,0,out of range,PHY,Zero PRACH root sequence index PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.16666666666666666,"{'fail', 'index', 'sequence', 'will', 'range', 'zero', 'phy', 'prach', 'modulation', 'of', 'cause', 'pr', 'to', 'root', 'out'}",prach_RootSequenceIndex_PR,
DU_case_057.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,0,out of range,PHY,Zero PRACH root sequence index will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182,"{'fail', 'index', 'sequence', 'will', 'range', 'zero', 'phy', 'prach', 'modulation', 'of', 'cause', 'to', 'root', 'out'}",prach_RootSequenceIndex,
DU_case_058.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,0,out of range,PHY,Zero message 1 subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'subcarrier', 'will', 'range', 'zero', 'message', 'phy', 'modulation', 'of', 'cause', 'to', '1', 'out', 'spacing'}",msg1_SubcarrierSpacing,
DU_case_059.json,gNBs[0].servingCellConfigCommon[0].restrictedSetConfig,0,1,logical contradiction,PHY,Restricted set configuration enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'contradiction', 'fail', 'will', 'phy', 'to', 'configuration', 'logical', 'modulation', 'set', 'cause', 'restricted', 'enabled'}",restrictedSetConfig,
DU_case_060.json,gNBs[0].servingCellConfigCommon[0].msg3_DeltaPreamble,1,0,out of range,PHY,Zero message 3 delta preamble will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'will', 'range', 'zero', 'message', 'phy', 'modulation', 'of', 'delta', '3', 'cause', 'to', 'out', 'preamble'}",msg3_DeltaPreamble,
DU_case_061.json,gNBs[0].servingCellConfigCommon[0].p0_NominalWithGrant,-90,0,out of range,PHY,Zero P0 nominal with grant will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'grant', 'will', 'p0', 'zero', 'phy', 'range', 'with', 'modulation', 'of', 'nominal', 'cause', 'to', 'out'}",p0_NominalWithGrant,
DU_case_062.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,1,logical contradiction,PHY,PUCCH group hopping enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.2,"{'contradiction', 'fail', 'will', 'phy', 'to', 'logical', 'modulation', 'pucch', 'group', 'cause', 'hopping', 'enabled'}",pucchGroupHopping,
DU_case_063.json,gNBs[0].servingCellConfigCommon[0].hoppingId,40,0,out of range,PHY,Zero hopping ID will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111,"{'fail', 'id', 'will', 'range', 'zero', 'phy', 'to', 'modulation', 'of', 'cause', 'hopping', 'out'}",hoppingId,
DU_case_064.json,gNBs[0].servingCellConfigCommon[0].p0_nominal,-90,0,out of range,PHY,Zero P0 nominal will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111,"{'fail', 'will', 'p0', 'zero', 'phy', 'range', 'modulation', 'of', 'nominal', 'cause', 'to', 'out'}",p0_nominal,
DU_case_065.json,gNBs[0].servingCellConfigCommon[0].ssb_PositionsInBurst_Bitmap,1,0,out of range,PHY,Zero SSB positions in burst bitmap will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.16666666666666666,"{'bitmap', 'fail', 'positions', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'burst', 'ssb', 'cause', 'to', 'out', 'in'}",ssb_PositionsInBurst_Bitmap,
DU_case_066.json,gNBs[0].servingCellConfigCommon[0].ssb_periodicityServingCell,2,0,out of range,PHY,Zero SSB periodicity serving cell will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182,"{'fail', 'serving', 'will', 'cell', 'zero', 'phy', 'range', 'modulation', 'of', 'periodicity', 'ssb', 'cause', 'to', 'out'}",ssb_periodicityServingCell,
DU_case_067.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,1,logical contradiction,PHY,DMRS type A position enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182,"{'contradiction', 'fail', 'will', 'dmrs', 'phy', 'logical', 'modulation', 'cause', 'to', 'enabled', 'position', 'type', 'a'}",dmrs_TypeA_Position,
DU_case_068.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,0,out of range,PHY,Zero subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111,"{'fail', 'subcarrier', 'will', 'range', 'zero', 'phy', 'modulation', 'of', 'cause', 'to', 'out', 'spacing'}",subcarrierSpacing,
DU_case_069.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,0,out of range,PHY,Zero reference subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'reference', 'will', 'subcarrier', 'range', 'zero', 'phy', 'modulation', 'of', 'cause', 'to', 'out', 'spacing'}",referenceSubcarrierSpacing,
DU_case_070.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,0,out of range,PHY,Zero DL UL transmission periodicity will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'ul', 'dl', 'will', 'range', 'zero', 'phy', 'transmission', 'modulation', 'of', 'periodicity', 'cause', 'to', 'out'}",dl_UL_TransmissionPeriodicity,
DU_case_071.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,0,out of range,PHY,Zero number of downlink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'will', 'range', 'zero', 'phy', 'number', 'modulation', 'of', 'cause', 'downlink', 'to', 'slots', 'out'}",nrofDownlinkSlots,
DU_case_072.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,0,out of range,PHY,Zero number of downlink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'symbols', 'fail', 'will', 'range', 'zero', 'phy', 'number', 'modulation', 'of', 'cause', 'downlink', 'to', 'out'}",nrofDownlinkSymbols,
DU_case_073.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,0,out of range,PHY,Zero number of uplink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'will', 'range', 'zero', 'uplink', 'phy', 'number', 'modulation', 'of', 'cause', 'slots', 'to', 'out'}",nrofUplinkSlots,
DU_case_074.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,0,out of range,PHY,Zero number of uplink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'symbols', 'fail', 'will', 'range', 'zero', 'uplink', 'phy', 'number', 'modulation', 'of', 'cause', 'to', 'out'}",nrofUplinkSymbols,
DU_case_075.json,gNBs[0].servingCellConfigCommon[0].ssPBCH_BlockPower,-25,0,out of range,PHY,Zero SS PBCH block power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'power', 'will', 'block', 'range', 'zero', 'phy', 'ss', 'modulation', 'of', 'pbch', 'cause', 'to', 'out'}",ssPBCH_BlockPower,
DU_case_076.json,gNBs[0].SCTP.SCTP_INSTREAMS,2,1,logical contradiction,SCTP,Invalid number of streams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'contradiction', 'fail', 'will', 'sctp', 'establishment', 'number', 'logical', 'of', 'streams', 'invalid', 'connection', 'cause', 'to'}",SCTP_INSTREAMS,
DU_case_077.json,gNBs[0].SCTP.SCTP_OUTSTREAMS,2,1,logical contradiction,SCTP,Invalid number of outstreams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'contradiction', 'fail', 'outstreams', 'will', 'sctp', 'establishment', 'number', 'logical', 'of', 'invalid', 'connection', 'cause', 'to'}",SCTP_OUTSTREAMS,
DU_case_078.json,MACRLCs[0].num_cc,1,2,out of range,MAC,Invalid number of CC will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'will', 'cc', 'range', 'number', 'of', 'mac', 'invalid', 'cause', 'to', 'scheduling', 'out'}",num_cc,
DU_case_079.json,MACRLCs[0].tr_s_preference,local_L1,invalid,invalid enum,MAC,Invalid TR-S preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'preference', 'will', 'enum', 'mac', 'invalid', 'cause', 'to', 's', 'scheduling', 'tr'}",tr_s_preference,
DU_case_080.json,MACRLCs[0].tr_n_preference,f1,invalid,invalid enum,MAC,Invalid TR-N preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'preference', 'will', 'enum', 'mac', 'invalid', 'n', 'cause', 'to', 'scheduling', 'tr'}",tr_n_preference,
DU_case_081.json,MACRLCs[0].local_n_address,127.0.0.3,invalid,invalid format,MAC,Invalid local N address will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'fail', 'address', 'will', 'local', 'mac', 'invalid', 'n', 'cause', 'to', 'scheduling', 'format'}",local_n_address,
DU_case_082.json,MACRLCs[0].remote_n_address,127.0.0.5,invalid,invalid format,MAC,Invalid remote N address will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'remote', 'fail', 'address', 'will', 'mac', 'invalid', 'n', 'cause', 'to', 'scheduling', 'format'}",remote_n_address,
DU_case_083.json,MACRLCs[0].local_n_portc,500,0,out of range,MAC,Zero local N port C will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'will', 'range', 'zero', 'local', 'mac', 'of', 'cause', 'n', 'port', 'to', 'scheduling', 'c', 'out'}",local_n_portc,
DU_case_084.json,MACRLCs[0].local_n_portd,2152,0,out of range,MAC,Zero local N port D will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'fail', 'will', 'd', 'range', 'zero', 'local', 'mac', 'of', 'cause', 'n', 'port', 'to', 'scheduling', 'out'}",local_n_portd,
DU_case_085.json,MACRLCs[0].remote_n_portc,501,0,out of range,MAC,Zero remote N port C will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'remote', 'fail', 'will', 'range', 'zero', 'mac', 'of', 'cause', 'n', 'port', 'to', 'scheduling', 'c', 'out'}",remote_n_portc,
DU_case_086.json,MACRLCs[0].remote_n_portd,2152,0,out of range,MAC,Zero remote N port D will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'remote', 'fail', 'will', 'd', 'range', 'zero', 'mac', 'of', 'cause', 'n', 'port', 'to', 'scheduling', 'out'}",remote_n_portd,
DU_case_087.json,L1s[0].num_cc,1,0,out of range,L1,Zero number of CC will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'will', 'cc', 'l1', 'zero', 'range', 'number', 'operation', 'of', 'cause', 'to', 'out'}",num_cc,
DU_case_088.json,L1s[0].tr_n_preference,local_mac,invalid,invalid enum,L1,Invalid TR-N preference will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'preference', 'will', 'l1', 'enum', 'operation', 'invalid', 'n', 'cause', 'to', 'tr'}",tr_n_preference,
DU_case_089.json,L1s[0].prach_dtx_threshold,120,0,out of range,L1,Zero PRACH DTX threshold will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1,"{'threshold', 'fail', 'will', 'l1', 'range', 'zero', 'prach', 'operation', 'of', 'cause', 'to', 'out', 'dtx'}",prach_dtx_threshold,
DU_case_090.json,L1s[0].pucch0_dtx_threshold,150,0,out of range,L1,Zero PUCCH 0 DTX threshold will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091,"{'threshold', 'fail', 'will', 'l1', 'range', 'zero', 'operation', 'of', 'pucch', '0', 'cause', 'to', 'out', 'dtx'}",pucch0_dtx_threshold,
DU_case_091.json,L1s[0].ofdm_offset_divisor,8,0,out of range,L1,Zero OFDM offset divisor will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'ofdm', 'fail', 'will', 'l1', 'range', 'zero', 'offset', 'to', 'operation', 'of', 'cause', 'divisor', 'out'}",ofdm_offset_divisor,
DU_case_092.json,RUs[0].local_rf,yes,no,logical contradiction,RU,Local RF disabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'contradiction', 'fail', 'will', 'logical', 'operation', 'disabled', 'rf', 'local', 'cause', 'to', 'ru'}",local_rf,
DU_case_093.json,RUs[0].nb_tx,4,0,out of range,RU,Zero number of TX will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'will', 'range', 'zero', 'number', 'operation', 'of', 'cause', 'tx', 'to', 'out', 'ru'}",nb_tx,
DU_case_094.json,RUs[0].bands,[78],[79],out of range,RU,Invalid frequency band will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'frequency', 'band', 'will', 'range', 'operation', 'of', 'invalid', 'cause', 'to', 'out', 'ru'}",bands,
DU_case_095.json,RUs[0].max_pdschReferenceSignalPower,-27,0,out of range,RU,Zero maximum PDSCH reference signal power will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'power', 'reference', 'maximum', 'will', 'range', 'zero', 'operation', 'of', 'pdsch', 'cause', 'signal', 'to', 'out', 'ru'}",max_pdschReferenceSignalPower,
DU_case_096.json,RUs[0].max_rxgain,114,0,out of range,RU,Zero maximum RX gain will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'maximum', 'will', 'range', 'zero', 'operation', 'of', 'rx', 'cause', 'to', 'gain', 'out', 'ru'}",max_rxgain,
DU_case_097.json,RUs[0].sf_extension,0,1,logical contradiction,RU,SF extension enabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'contradiction', 'fail', 'will', 'extension', 'logical', 'operation', 'sf', 'cause', 'to', 'enabled', 'ru'}",sf_extension,
DU_case_098.json,RUs[0].eNB_instances,[0],[1],out of range,RU,Invalid eNB instance will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'will', 'range', 'to', 'operation', 'of', 'invalid', 'cause', 'enb', 'instance', 'out', 'ru'}",eNB_instances,
DU_case_099.json,RUs[0].clock_src,internal,external,logical contradiction,RU,External clock source will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'contradiction', 'fail', 'external', 'will', 'logical', 'operation', 'source', 'cause', 'clock', 'to', 'ru'}",clock_src,
DU_case_100.json,RUs[0].ru_thread_core,6,0,out of range,RU,Zero RU thread core will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0,"{'fail', 'will', 'range', 'zero', 'operation', 'of', 'thread', 'ru', 'cause', 'to', 'out', 'core'}",ru_thread_core,
du_gnb_case_001.json,gNBs[0].tracking_area_code,1,0,out of range,NGAP,"Reserved TAC value 0x0000 causes NGAP registration failure in openair3/NGAP/ngap_gNB_handlers.c during NGSetupRequest, as TAC validation rejects reserved values per TS 38.413",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.12,"{'validation', 'rejects', 'tac', '413', 'registration', 'failure', 'value', 'out', 'reserved', 'c', 'ngsetuprequest', 'ngap', '0x0000', 'range', 'of', 'openair3', 'during', '38', 'in', 'ngap_gnb_handlers', 'values', 'as', 'per', 'causes', 'ts'}",tracking_area_code,
du_gnb_case_002.json,gNBs[0].tracking_area_code,1,65534,out of range,NGAP,"Reserved TAC value 0xFFFE causes NGAP registration rejection in RCconfig_RRC validation checks in openair2/GNB_APP/gnb_config.c, violating TS 38.413 reserved value constraints",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.041666666666666664,"{'constraints', 'validation', 'tac', '413', 'registration', 'value', 'out', 'violating', 'gnb_app', 'reserved', 'c', 'ngap', 'openair2', 'range', 'rcconfig_rrc', 'of', '0xfffe', 'rejection', 'gnb_config', '38', 'in', 'causes', 'checks', 'ts'}",tracking_area_code,
du_gnb_case_003.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,3,invalid enum,RRC,"Invalid enum value 3 for pucchGroupHopping (valid: 0=neither, 1=group hopping, 2=sequence hopping) breaks PUCCH config mapping in openair2/RRC/NR/MESSAGES/asn1_msg.c when encoding NR_PUCCH_ConfigCommon",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.06896551724137931,"{'for', 'config', 'messages', 'encoding', 'neither', 'value', 'invalid', '3', '0', 'rrc', 'mapping', 'asn1_msg', 'when', '2', 'sequence', 'valid', 'pucchgrouphopping', 'group', 'hopping', 'c', 'enum', 'openair2', 'nr_pucch_configcommon', '1', 'nr', 'in', 'pucch', 'breaks'}",pucchGroupHopping,
du_gnb_case_004.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,2,invalid enum,PHY,"Invalid DMRS TypeA position value 2 (valid: 0=pos2, 1=pos3) causes PHY resource mapping failure in openair1/PHY/NR_TRANSPORT/nr_pdsch.c during DMRS symbol placement calculation",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.14814814814814814,"{'phy', 'placement', 'failure', 'value', 'pos2', 'invalid', '0', 'symbol', 'typea', 'mapping', 'calculation', '2', 'dmrs', 'openair1', 'valid', 'pos3', 'resource', 'c', 'enum', 'nr_transport', 'nr_pdsch', 'during', '1', 'position', 'in', 'causes'}",dmrs_TypeA_Position,
du_gnb_case_005.json,MACRLCs[0].num_cc,1,one,wrong type,MAC,"String 'one' instead of integer for num_cc causes type mismatch in common/config/config_userapi.c parsing, leading to CC allocation failure in openair2/LAYER2/NR_MAC_gNB/config.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0,"{'for', 'config', 'cc', 'failure', 'parsing', 'to', 'config_userapi', 'num_cc', 'layer2', 'common', 'c', 'type', 'wrong', 'openair2', 'integer', 'of', 'nr_mac_gnb', 'string', 'mac', 'mismatch', 'in', 'one', 'instead', 'allocation', 'causes', 'leading'}",num_cc,
du_gnb_case_006.json,MACRLCs[0].local_n_portc,500,500,wrong type,F1AP,"String port number instead of integer breaks UDP socket initialization in targets/ARCH/ETHERNET/USERSPACE/LIB/eth_udp.c, preventing F1-C interface binding",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0,"{'lib', 'number', 'socket', 'c', 'type', 'interface', 'wrong', 'ethernet', 'integer', 'of', 'targets', 'string', 'port', 'f1', 'in', 'f1ap', 'userspace', 'instead', 'udp', 'binding', 'eth_udp', 'preventing', 'initialization', 'arch', 'breaks'}",local_n_portc,
du_gnb_case_007.json,MACRLCs[0].local_n_address,127.0.0.3,127.0.0.999,invalid format,F1AP,"Invalid IPv4 address format causes socket bind failure in common/utils/network_utils.c, preventing F1-C interface initialization",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0,"{'interface', 'address', 'bind', 'utils', 'c', 'failure', 'f1ap', 'network_utils', 'preventing', 'causes', 'invalid', 'format', 'initialization', 'socket', 'f1', 'common', 'ipv4', 'in'}",local_n_address,
du_gnb_case_008.json,rfsimulator.serveraddr,server,999.999.999.999,invalid format,PHY,"Invalid IPv4 address format breaks RF simulator socket connection in targets/RT/USER/rfsim.c, causing PHY initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842,"{'phy', 'failure', 'user', 'invalid', 'connection', 'format', 'rt', 'rf', 'simulator', 'socket', 'c', 'ipv4', 'causing', 'targets', 'in', 'rfsim', 'address', 'initialization', 'breaks'}",serveraddr,
