filename,modified_key,original_value,error_value,error_type,affected_module,impact_description,option,source_file,param_name,orig_type,err_type,type_changed,numeric_orig,numeric_err,numeric_delta,abs_delta,direction,zero_to_nonzero,nonzero_to_zero,sign_change,large_jump
DU_case_095.json,L1s[0].num_cc,1,a,wrong type,L1,Invalid number of CC,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,num_cc,int,str,True,1.0,,,,non_numeric,False,False,False,False
DU_case_096.json,RUs[0].local_rf,yes,a,wrong type,RU,Invalid local RF configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,local_rf,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_097.json,rfsimulator.serveraddr,server,a,wrong type,RF simulator,Invalid server address,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,serveraddr,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_098.json,log_config.global_log_level,info,a,wrong type,Logging,Invalid global log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,global_log_level,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_099.json,fhi_72.dpdk_devices,"['0000:ca:02.0', '0000:ca:02.1']","['a', 'b']",wrong type,FHI 72,Invalid DPDK device configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,dpdk_devices,list,list,False,,,,,non_numeric,False,False,False,False
DU_case_100.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,99.5,wrong type,RRC,Invalid PRACH configuration index,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,prach_ConfigurationIndex,int,float,True,98.0,99.5,1.5,1.5,increase,False,False,False,False
DU_case_001.json,gNBs[0].gNB_ID,0xe00,0xff,out of range,RRC,Invalid gNB ID will cause RRC to fail initialization.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,gNB_ID,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_002.json,gNBs[0].pdsch_AntennaPorts_XP,2,0,out of range,MAC,Zero antenna ports will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,pdsch_AntennaPorts_XP,str,str,False,2.0,0.0,-2.0,2.0,decrease,False,True,True,False
DU_case_003.json,gNBs[0].servingCellConfigCommon[0].dl_frequencyBand,78,79,out of range,PHY,Invalid frequency band will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dl_frequencyBand,str,str,False,78.0,79.0,1.0,1.0,increase,False,False,False,False
DU_case_004.json,gNBs[0].SCTP.SCTP_INSTREAMS,2,3,out of range,SCTP,Invalid number of streams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,SCTP_INSTREAMS,str,str,False,2.0,3.0,1.0,1.0,increase,False,False,False,False
DU_case_005.json,gNBs[0].SCTP.SCTP_OUTSTREAMS,2,0,out of range,SCTP,Zero outstreams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,SCTP_OUTSTREAMS,str,str,False,2.0,0.0,-2.0,2.0,decrease,False,True,True,False
DU_case_006.json,MACRLCs[0].num_cc,1,0,out of range,MAC,Zero number of CC will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,num_cc,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_007.json,MACRLCs[0].tr_s_preference,local_L1,invalid,invalid enum,MAC,Invalid TR-S preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,tr_s_preference,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_008.json,L1s[0].prach_dtx_threshold,120,-1,out of range,L1,Invalid PRACH DTX threshold will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,prach_dtx_threshold,str,str,False,120.0,-1.0,-121.0,121.0,decrease,False,False,True,True
DU_case_009.json,L1s[0].ofdm_offset_divisor,8,0,out of range,L1,Zero OFDM offset divisor will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ofdm_offset_divisor,str,str,False,8.0,0.0,-8.0,8.0,decrease,False,True,True,False
DU_case_010.json,RUs[0].local_rf,yes,no,logical contradiction,RU,Local RF disabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,local_rf,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_011.json,RUs[0].nb_tx,4,0,out of range,RU,Zero number of TX will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,nb_tx,str,str,False,4.0,0.0,-4.0,4.0,decrease,False,True,True,False
DU_case_012.json,RUs[0].bands,[78],[79],out of range,RU,Invalid frequency band will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,bands,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_013.json,RUs[0].max_pdschReferenceSignalPower,-27,0,out of range,RU,Zero maximum PDSCH reference signal power will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,max_pdschReferenceSignalPower,str,str,False,-27.0,0.0,27.0,27.0,increase,False,True,True,True
DU_case_014.json,RUs[0].max_rxgain,114,0,out of range,RU,Zero maximum RX gain will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,max_rxgain,str,str,False,114.0,0.0,-114.0,114.0,decrease,False,True,True,True
DU_case_015.json,RUs[0].sf_extension,0,1,logical contradiction,RU,SF extension enabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,sf_extension,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_016.json,RUs[0].eNB_instances,[0],[1],out of range,RU,Invalid eNB instance will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,eNB_instances,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_017.json,RUs[0].clock_src,internal,external,logical contradiction,RU,External clock source will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,clock_src,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_018.json,RUs[0].ru_thread_core,6,0,out of range,RU,Zero RU thread core will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ru_thread_core,str,str,False,6.0,0.0,-6.0,6.0,decrease,False,True,True,False
DU_case_019.json,RUs[0].sl_ahead,5,0,out of range,RU,Zero SL ahead will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,sl_ahead,str,str,False,5.0,0.0,-5.0,5.0,decrease,False,True,True,False
DU_case_020.json,RUs[0].do_precoding,0,1,logical contradiction,RU,Precoding enabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,do_precoding,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_021.json,fhi_72.dpdk_devices,"[('0000:ca:02.0', '0000:ca:02.1')]","[('0000:ca:02.0', '0000:ca:02.2')]",out of range,fhi_72,Invalid DPDK device will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dpdk_devices,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_022.json,fhi_72.system_core,0,1,out of range,fhi_72,Invalid system core will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,system_core,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_023.json,fhi_72.io_core,4,0,out of range,fhi_72,Zero IO core will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,io_core,str,str,False,4.0,0.0,-4.0,4.0,decrease,False,True,True,False
DU_case_024.json,fhi_72.worker_cores,[2],[1],out of range,fhi_72,Invalid worker core will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,worker_cores,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_025.json,fhi_72.ru_addr,"[('e8:c7:4f:25:80:ed', 'e8:c7:4f:25:80:ed')]","[('e8:c7:4f:25:80:ee', 'e8:c7:4f:25:80:ee')]",out of range,fhi_72,Invalid RU address will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ru_addr,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_026.json,fhi_72.mtu,9000,0,out of range,fhi_72,Zero MTU will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,mtu,str,str,False,9000.0,0.0,-9000.0,9000.0,decrease,False,True,True,True
DU_case_027.json,fhi_72.fh_config[0].T1a_cp_dl,"[285, 429]","[0, 0]",out of range,fhi_72,Invalid T1a CP DL will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,T1a_cp_dl,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_028.json,fhi_72.fh_config[0].T1a_cp_ul,"[285, 429]","[0, 0]",out of range,fhi_72,Invalid T1a CP UL will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,T1a_cp_ul,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_029.json,fhi_72.fh_config[0].T1a_up,"[96, 196]","[0, 0]",out of range,fhi_72,Invalid T1a UP will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,T1a_up,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_030.json,fhi_72.fh_config[0].Ta4,"[110, 180]","[0, 0]",out of range,fhi_72,Invalid Ta4 will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,Ta4,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_031.json,fhi_72.fh_config[0].ru_config.iq_width,9,0,out of range,fhi_72,Zero IQ width will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,iq_width,str,str,False,9.0,0.0,-9.0,9.0,decrease,False,True,True,False
DU_case_032.json,fhi_72.fh_config[0].ru_config.iq_width_prach,9,0,out of range,fhi_72,Zero IQ width PRACH will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,iq_width_prach,str,str,False,9.0,0.0,-9.0,9.0,decrease,False,True,True,False
DU_case_033.json,fhi_72.fh_config[0].prach_config.kbar,0,1,logical contradiction,fhi_72,Kbar enabled will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,kbar,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_034.json,log_config.global_log_level,info,error,logical contradiction,log_config,Global log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,global_log_level,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_035.json,log_config.hw_log_level,info,error,logical contradiction,log_config,HW log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,hw_log_level,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_036.json,log_config.phy_log_level,info,error,logical contradiction,log_config,PHY log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,phy_log_level,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_037.json,log_config.mac_log_level,info,error,logical contradiction,log_config,MAC log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,mac_log_level,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_038.json,gNBs[0].servingCellConfigCommon[0].dl_frequencyBand,78,80,out of range,PHY,Invalid frequency band will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dl_frequencyBand,str,str,False,78.0,80.0,2.0,2.0,increase,False,False,False,False
DU_case_039.json,gNBs[0].servingCellConfigCommon[0].dl_subcarrierSpacing,1,2,out of range,PHY,Invalid subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dl_subcarrierSpacing,str,str,False,1.0,2.0,1.0,1.0,increase,False,False,False,False
DU_case_040.json,gNBs[0].servingCellConfigCommon[0].dl_carrierBandwidth,106,0,out of range,PHY,Zero carrier bandwidth will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dl_carrierBandwidth,str,str,False,106.0,0.0,-106.0,106.0,decrease,False,True,True,True
DU_case_041.json,gNBs[0].servingCellConfigCommon[0].ul_frequencyBand,78,80,out of range,PHY,Invalid frequency band will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ul_frequencyBand,str,str,False,78.0,80.0,2.0,2.0,increase,False,False,False,False
DU_case_042.json,gNBs[0].servingCellConfigCommon[0].ul_subcarrierSpacing,1,2,out of range,PHY,Invalid subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ul_subcarrierSpacing,str,str,False,1.0,2.0,1.0,1.0,increase,False,False,False,False
DU_case_043.json,gNBs[0].servingCellConfigCommon[0].ul_carrierBandwidth,106,0,out of range,PHY,Zero carrier bandwidth will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ul_carrierBandwidth,str,str,False,106.0,0.0,-106.0,106.0,decrease,False,True,True,True
DU_case_044.json,gNBs[0].servingCellConfigCommon[0].pMax,20,0,out of range,PHY,Zero P-MAX will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,pMax,str,str,False,20.0,0.0,-20.0,20.0,decrease,False,True,True,True
DU_case_045.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,0,out of range,PHY,Zero PRACH configuration index will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,prach_ConfigurationIndex,str,str,False,98.0,0.0,-98.0,98.0,decrease,False,True,True,True
DU_case_046.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FDM,0,1,logical contradiction,PHY,PRACH message 1 FDM enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,prach_msg1_FDM,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_047.json,gNBs[0].servingCellConfigCommon[0].zeroCorrelationZoneConfig,13,0,out of range,PHY,Zero correlation zone configuration will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,zeroCorrelationZoneConfig,str,str,False,13.0,0.0,-13.0,13.0,decrease,False,True,True,True
DU_case_048.json,gNBs[0].servingCellConfigCommon[0].preambleReceivedTargetPower,-96,0,out of range,PHY,Zero preamble received target power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,preambleReceivedTargetPower,str,str,False,-96.0,0.0,96.0,96.0,increase,False,True,True,True
DU_case_049.json,gNBs[0].servingCellConfigCommon[0].preambleTransMax,6,0,out of range,PHY,Zero preamble transmission maximum will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,preambleTransMax,str,str,False,6.0,0.0,-6.0,6.0,decrease,False,True,True,False
DU_case_050.json,gNBs[0].servingCellConfigCommon[0].powerRampingStep,1,0,out of range,PHY,Zero power ramping step will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,powerRampingStep,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_051.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,0,out of range,PHY,Zero RA response window will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ra_ResponseWindow,str,str,False,4.0,0.0,-4.0,4.0,decrease,False,True,True,False
DU_case_052.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,4,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,str,str,False,4.0,0.0,-4.0,4.0,decrease,False,True,True,False
DU_case_053.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB,15,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ssb_perRACH_OccasionAndCB_PreamblesPerSSB,str,str,False,15.0,0.0,-15.0,15.0,decrease,False,True,True,True
DU_case_054.json,gNBs[0].servingCellConfigCommon[0].ra_ContentionResolutionTimer,7,0,out of range,PHY,Zero RA contention resolution timer will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ra_ContentionResolutionTimer,str,str,False,7.0,0.0,-7.0,7.0,decrease,False,True,True,False
DU_case_055.json,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB,19,0,out of range,PHY,Zero RSRP threshold SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,rsrp_ThresholdSSB,str,str,False,19.0,0.0,-19.0,19.0,decrease,False,True,True,True
DU_case_056.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex_PR,2,0,out of range,PHY,Zero PRACH root sequence index PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,prach_RootSequenceIndex_PR,str,str,False,2.0,0.0,-2.0,2.0,decrease,False,True,True,False
DU_case_057.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,0,out of range,PHY,Zero PRACH root sequence index will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,prach_RootSequenceIndex,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_058.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,0,out of range,PHY,Zero message 1 subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,msg1_SubcarrierSpacing,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_059.json,gNBs[0].servingCellConfigCommon[0].restrictedSetConfig,0,1,logical contradiction,PHY,Restricted set configuration enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,restrictedSetConfig,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_060.json,gNBs[0].servingCellConfigCommon[0].msg3_DeltaPreamble,1,0,out of range,PHY,Zero message 3 delta preamble will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,msg3_DeltaPreamble,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_061.json,gNBs[0].servingCellConfigCommon[0].p0_NominalWithGrant,-90,0,out of range,PHY,Zero P0 nominal with grant will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,p0_NominalWithGrant,str,str,False,-90.0,0.0,90.0,90.0,increase,False,True,True,True
DU_case_062.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,1,logical contradiction,PHY,PUCCH group hopping enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,pucchGroupHopping,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_063.json,gNBs[0].servingCellConfigCommon[0].hoppingId,40,0,out of range,PHY,Zero hopping ID will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,hoppingId,str,str,False,40.0,0.0,-40.0,40.0,decrease,False,True,True,True
DU_case_064.json,gNBs[0].servingCellConfigCommon[0].p0_nominal,-90,0,out of range,PHY,Zero P0 nominal will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,p0_nominal,str,str,False,-90.0,0.0,90.0,90.0,increase,False,True,True,True
DU_case_065.json,gNBs[0].servingCellConfigCommon[0].ssb_PositionsInBurst_Bitmap,1,0,out of range,PHY,Zero SSB positions in burst bitmap will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ssb_PositionsInBurst_Bitmap,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_066.json,gNBs[0].servingCellConfigCommon[0].ssb_periodicityServingCell,2,0,out of range,PHY,Zero SSB periodicity serving cell will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ssb_periodicityServingCell,str,str,False,2.0,0.0,-2.0,2.0,decrease,False,True,True,False
DU_case_067.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,1,logical contradiction,PHY,DMRS type A position enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dmrs_TypeA_Position,str,str,False,0.0,1.0,1.0,1.0,increase,True,False,True,False
DU_case_068.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,0,out of range,PHY,Zero subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,subcarrierSpacing,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_069.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,0,out of range,PHY,Zero reference subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,referenceSubcarrierSpacing,str,str,False,1.0,0.0,-1.0,1.0,decrease,False,True,True,False
DU_case_070.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,0,out of range,PHY,Zero DL UL transmission periodicity will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,dl_UL_TransmissionPeriodicity,str,str,False,6.0,0.0,-6.0,6.0,decrease,False,True,True,False
DU_case_071.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,0,out of range,PHY,Zero number of downlink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,nrofDownlinkSlots,str,str,False,7.0,0.0,-7.0,7.0,decrease,False,True,True,False
DU_case_072.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,0,out of range,PHY,Zero number of downlink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,nrofDownlinkSymbols,str,str,False,6.0,0.0,-6.0,6.0,decrease,False,True,True,False
DU_case_073.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,0,out of range,PHY,Zero number of uplink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,nrofUplinkSlots,str,str,False,2.0,0.0,-2.0,2.0,decrease,False,True,True,False
DU_case_074.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,0,out of range,PHY,Zero number of uplink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,nrofUplinkSymbols,str,str,False,4.0,0.0,-4.0,4.0,decrease,False,True,True,False
DU_case_075.json,gNBs[0].servingCellConfigCommon[0].ssPBCH_BlockPower,-25,0,out of range,PHY,Zero SS PBCH block power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,ssPBCH_BlockPower,str,str,False,-25.0,0.0,25.0,25.0,increase,False,True,True,True
DU_case_076.json,gNBs[0].SCTP.SCTP_INSTREAMS,2,1,logical contradiction,SCTP,Invalid number of streams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,SCTP_INSTREAMS,str,str,False,2.0,1.0,-1.0,1.0,decrease,False,False,False,False
DU_case_077.json,gNBs[0].SCTP.SCTP_OUTSTREAMS,2,1,logical contradiction,SCTP,Invalid number of outstreams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,SCTP_OUTSTREAMS,str,str,False,2.0,1.0,-1.0,1.0,decrease,False,False,False,False
DU_case_078.json,MACRLCs[0].num_cc,1,2,out of range,MAC,Invalid number of CC will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,num_cc,str,str,False,1.0,2.0,1.0,1.0,increase,False,False,False,False
DU_case_079.json,MACRLCs[0].tr_s_preference,local_L1,invalid,invalid enum,MAC,Invalid TR-S preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,tr_s_preference,str,str,False,,,,,non_numeric,False,False,False,False
DU_case_080.json,MACRLCs[0].tr_n_preference,f1,invalid,invalid enum,MAC,Invalid TR-N preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,tr_n_preference,str,str,False,,,,,non_numeric,False,False,False,False
