filename,modified_key,original_value,error_value,error_type,affected_module,impact_description,option,source_file,domain_density
DU_case_026.json,fhi_72.mtu,9000,0,out of range,fhi_72,Zero MTU will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_027.json,fhi_72.fh_config[0].T1a_cp_dl,"[285, 429]","[0, 0]",out of range,fhi_72,Invalid T1a CP DL will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_028.json,fhi_72.fh_config[0].T1a_cp_ul,"[285, 429]","[0, 0]",out of range,fhi_72,Invalid T1a CP UL will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_029.json,fhi_72.fh_config[0].T1a_up,"[96, 196]","[0, 0]",out of range,fhi_72,Invalid T1a UP will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_030.json,fhi_72.fh_config[0].Ta4,"[110, 180]","[0, 0]",out of range,fhi_72,Invalid Ta4 will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_031.json,fhi_72.fh_config[0].ru_config.iq_width,9,0,out of range,fhi_72,Zero IQ width will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_032.json,fhi_72.fh_config[0].ru_config.iq_width_prach,9,0,out of range,fhi_72,Zero IQ width PRACH will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_033.json,fhi_72.fh_config[0].prach_config.kbar,0,1,logical contradiction,fhi_72,Kbar enabled will cause fhi_72 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_034.json,log_config.global_log_level,info,error,logical contradiction,log_config,Global log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_035.json,log_config.hw_log_level,info,error,logical contradiction,log_config,HW log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_036.json,log_config.phy_log_level,info,error,logical contradiction,log_config,PHY log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.08333333333333333
DU_case_037.json,log_config.mac_log_level,info,error,logical contradiction,log_config,MAC log level set to error will cause log_config to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.08333333333333333
DU_case_038.json,gNBs[0].servingCellConfigCommon[0].dl_frequencyBand,78,80,out of range,PHY,Invalid frequency band will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_039.json,gNBs[0].servingCellConfigCommon[0].dl_subcarrierSpacing,1,2,out of range,PHY,Invalid subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_040.json,gNBs[0].servingCellConfigCommon[0].dl_carrierBandwidth,106,0,out of range,PHY,Zero carrier bandwidth will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_041.json,gNBs[0].servingCellConfigCommon[0].ul_frequencyBand,78,80,out of range,PHY,Invalid frequency band will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_042.json,gNBs[0].servingCellConfigCommon[0].ul_subcarrierSpacing,1,2,out of range,PHY,Invalid subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_043.json,gNBs[0].servingCellConfigCommon[0].ul_carrierBandwidth,106,0,out of range,PHY,Zero carrier bandwidth will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_044.json,gNBs[0].servingCellConfigCommon[0].pMax,20,0,out of range,PHY,Zero P-MAX will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_045.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,0,out of range,PHY,Zero PRACH configuration index will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.2
DU_case_046.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FDM,0,1,logical contradiction,PHY,PRACH message 1 FDM enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182
DU_case_047.json,gNBs[0].servingCellConfigCommon[0].zeroCorrelationZoneConfig,13,0,out of range,PHY,Zero correlation zone configuration will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_048.json,gNBs[0].servingCellConfigCommon[0].preambleReceivedTargetPower,-96,0,out of range,PHY,Zero preamble received target power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_049.json,gNBs[0].servingCellConfigCommon[0].preambleTransMax,6,0,out of range,PHY,Zero preamble transmission maximum will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_050.json,gNBs[0].servingCellConfigCommon[0].powerRampingStep,1,0,out of range,PHY,Zero power ramping step will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_051.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,0,out of range,PHY,Zero RA response window will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_052.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,4,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.17647058823529413
DU_case_053.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB,15,0,out of range,PHY,Zero SSB per RACH occasion and CB preambles per SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1875
DU_case_054.json,gNBs[0].servingCellConfigCommon[0].ra_ContentionResolutionTimer,7,0,out of range,PHY,Zero RA contention resolution timer will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_055.json,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB,19,0,out of range,PHY,Zero RSRP threshold SSB will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.2
DU_case_056.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex_PR,2,0,out of range,PHY,Zero PRACH root sequence index PR will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.16666666666666666
DU_case_057.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,0,out of range,PHY,Zero PRACH root sequence index will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182
DU_case_058.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,0,out of range,PHY,Zero message 1 subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_059.json,gNBs[0].servingCellConfigCommon[0].restrictedSetConfig,0,1,logical contradiction,PHY,Restricted set configuration enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_060.json,gNBs[0].servingCellConfigCommon[0].msg3_DeltaPreamble,1,0,out of range,PHY,Zero message 3 delta preamble will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_061.json,gNBs[0].servingCellConfigCommon[0].p0_NominalWithGrant,-90,0,out of range,PHY,Zero P0 nominal with grant will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_062.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,1,logical contradiction,PHY,PUCCH group hopping enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.2
DU_case_063.json,gNBs[0].servingCellConfigCommon[0].hoppingId,40,0,out of range,PHY,Zero hopping ID will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_064.json,gNBs[0].servingCellConfigCommon[0].p0_nominal,-90,0,out of range,PHY,Zero P0 nominal will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_065.json,gNBs[0].servingCellConfigCommon[0].ssb_PositionsInBurst_Bitmap,1,0,out of range,PHY,Zero SSB positions in burst bitmap will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.16666666666666666
DU_case_066.json,gNBs[0].servingCellConfigCommon[0].ssb_periodicityServingCell,2,0,out of range,PHY,Zero SSB periodicity serving cell will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182
DU_case_067.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,1,logical contradiction,PHY,DMRS type A position enabled will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.18181818181818182
DU_case_068.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,0,out of range,PHY,Zero subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1111111111111111
DU_case_069.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,0,out of range,PHY,Zero reference subcarrier spacing will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_070.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,0,out of range,PHY,Zero DL UL transmission periodicity will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_071.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,0,out of range,PHY,Zero number of downlink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_072.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,0,out of range,PHY,Zero number of downlink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_073.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,0,out of range,PHY,Zero number of uplink slots will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_074.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,0,out of range,PHY,Zero number of uplink symbols will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_075.json,gNBs[0].servingCellConfigCommon[0].ssPBCH_BlockPower,-25,0,out of range,PHY,Zero SS PBCH block power will cause PHY to fail modulation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_076.json,gNBs[0].SCTP.SCTP_INSTREAMS,2,1,logical contradiction,SCTP,Invalid number of streams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_077.json,gNBs[0].SCTP.SCTP_OUTSTREAMS,2,1,logical contradiction,SCTP,Invalid number of outstreams will cause SCTP to fail connection establishment.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_078.json,MACRLCs[0].num_cc,1,2,out of range,MAC,Invalid number of CC will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_079.json,MACRLCs[0].tr_s_preference,local_L1,invalid,invalid enum,MAC,Invalid TR-S preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_080.json,MACRLCs[0].tr_n_preference,f1,invalid,invalid enum,MAC,Invalid TR-N preference will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_081.json,MACRLCs[0].local_n_address,127.0.0.3,invalid,invalid format,MAC,Invalid local N address will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_082.json,MACRLCs[0].remote_n_address,127.0.0.5,invalid,invalid format,MAC,Invalid remote N address will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_083.json,MACRLCs[0].local_n_portc,500,0,out of range,MAC,Zero local N port C will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_084.json,MACRLCs[0].local_n_portd,2152,0,out of range,MAC,Zero local N port D will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_085.json,MACRLCs[0].remote_n_portc,501,0,out of range,MAC,Zero remote N port C will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_086.json,MACRLCs[0].remote_n_portd,2152,0,out of range,MAC,Zero remote N port D will cause MAC to fail scheduling.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_087.json,L1s[0].num_cc,1,0,out of range,L1,Zero number of CC will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_088.json,L1s[0].tr_n_preference,local_mac,invalid,invalid enum,L1,Invalid TR-N preference will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_089.json,L1s[0].prach_dtx_threshold,120,0,out of range,L1,Zero PRACH DTX threshold will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.1
DU_case_090.json,L1s[0].pucch0_dtx_threshold,150,0,out of range,L1,Zero PUCCH 0 DTX threshold will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.09090909090909091
DU_case_091.json,L1s[0].ofdm_offset_divisor,8,0,out of range,L1,Zero OFDM offset divisor will cause L1 to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_092.json,RUs[0].local_rf,yes,no,logical contradiction,RU,Local RF disabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_093.json,RUs[0].nb_tx,4,0,out of range,RU,Zero number of TX will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_094.json,RUs[0].bands,[78],[79],out of range,RU,Invalid frequency band will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_095.json,RUs[0].max_pdschReferenceSignalPower,-27,0,out of range,RU,Zero maximum PDSCH reference signal power will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_096.json,RUs[0].max_rxgain,114,0,out of range,RU,Zero maximum RX gain will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_097.json,RUs[0].sf_extension,0,1,logical contradiction,RU,SF extension enabled will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_098.json,RUs[0].eNB_instances,[0],[1],out of range,RU,Invalid eNB instance will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_099.json,RUs[0].clock_src,internal,external,logical contradiction,RU,External clock source will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
DU_case_100.json,RUs[0].ru_thread_core,6,0,out of range,RU,Zero RU thread core will cause RU to fail operation.,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_2.json,0.0
du_gnb_case_001.json,gNBs[0].tracking_area_code,1,0,out of range,NGAP,"Reserved TAC value 0x0000 causes NGAP registration failure in openair3/NGAP/ngap_gNB_handlers.c during NGSetupRequest, as TAC validation rejects reserved values per TS 38.413",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.12
du_gnb_case_002.json,gNBs[0].tracking_area_code,1,65534,out of range,NGAP,"Reserved TAC value 0xFFFE causes NGAP registration rejection in RCconfig_RRC validation checks in openair2/GNB_APP/gnb_config.c, violating TS 38.413 reserved value constraints",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.041666666666666664
du_gnb_case_003.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,3,invalid enum,RRC,"Invalid enum value 3 for pucchGroupHopping (valid: 0=neither, 1=group hopping, 2=sequence hopping) breaks PUCCH config mapping in openair2/RRC/NR/MESSAGES/asn1_msg.c when encoding NR_PUCCH_ConfigCommon",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.06896551724137931
du_gnb_case_004.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,2,invalid enum,PHY,"Invalid DMRS TypeA position value 2 (valid: 0=pos2, 1=pos3) causes PHY resource mapping failure in openair1/PHY/NR_TRANSPORT/nr_pdsch.c during DMRS symbol placement calculation",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.14814814814814814
du_gnb_case_005.json,MACRLCs[0].num_cc,1,one,wrong type,MAC,"String 'one' instead of integer for num_cc causes type mismatch in common/config/config_userapi.c parsing, leading to CC allocation failure in openair2/LAYER2/NR_MAC_gNB/config.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_006.json,MACRLCs[0].local_n_portc,500,500,wrong type,F1AP,"String port number instead of integer breaks UDP socket initialization in targets/ARCH/ETHERNET/USERSPACE/LIB/eth_udp.c, preventing F1-C interface binding",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_007.json,MACRLCs[0].local_n_address,127.0.0.3,127.0.0.999,invalid format,F1AP,"Invalid IPv4 address format causes socket bind failure in common/utils/network_utils.c, preventing F1-C interface initialization",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_008.json,rfsimulator.serveraddr,server,999.999.999.999,invalid format,PHY,"Invalid IPv4 address format breaks RF simulator socket connection in targets/RT/USER/rfsim.c, causing PHY initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_009.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,,missing value,MAC,"NULL PRACH configuration index breaks PRACH occasion calculation in openair2/LAYER2/NR_MAC_COMMON/nr_mac_common.c, causing random access procedure failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.10526315789473684
du_gnb_case_010.json,gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB,641280,,missing value,RRC,"Missing SSB frequency causes SIB1 encoding failure in openair2/RRC/NR/MESSAGES/asn1_msg.c, preventing cell broadcast information transmission",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15789473684210525
du_gnb_case_011.json,gNBs[0].servingCellConfigCommon[0].ul_frequencyBand,78,79,logical contradiction,RRC,"UL band n79 with DL band n78 creates duplex mismatch in NR_ServingCellConfigCommon encoding in openair2/GNB_APP/gnb_config.c, violating TS 38.331 band pairing constraints",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_012.json,RUs[0].nb_tx,4,2,logical contradiction,PHY,"RU advertises 2 TX antennas while MAC/RRC configured for 4 PDSCH antenna ports, causing antenna port mapping failure in openair1/PHY/INIT/nr_init.c during resource allocation",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.10714285714285714
du_gnb_case_013.json,gNBs[0].maxMIMO_layers,1,8,logical contradiction,MAC,"8 MIMO layers exceeds configured PDSCH antenna ports (2), causing DMRS port selection failure in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler_primitives.c set_dl_dmrs_ports()",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09523809523809523
du_gnb_case_014.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPlocationAndBandwidth,28875,50000,out of range,RRC,"BWP locationAndBandwidth value exceeds maximum 37949 per TS 38.331, causing ASN.1 encoding failure in openair2/RRC/NR/MESSAGES/asn1_msg.c during BWP configuration encoding",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.11538461538461539
du_gnb_case_015.json,gNBs[0].servingCellConfigCommon[0].physCellId,0,1008,out of range,PHY,"Physical cell ID exceeds maximum 1007 per TS 38.211, causing SSB sequence generation failure in openair1/PHY/NR_TRANSPORT/nr_pbch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09523809523809523
du_gnb_case_016.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,840,out of range,PHY,"PRACH root sequence index exceeds maximum 839 for long sequence, causing preamble generation failure in openair1/PHY/NR_TRANSPORT/nr_prach.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_017.json,gNBs[0].servingCellConfigCommon[0].ssb_periodicityServingCell,2,8,invalid enum,RRC,"Invalid SSB periodicity enum value 8 (valid: 0-7) breaks SSB configuration encoding in openair2/RRC/NR/MESSAGES/asn1_msg.c, causing SIB1 encoding failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.16666666666666666
du_gnb_case_018.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FDM,0,4,invalid enum,MAC,"Invalid PRACH msg1 FDM value 4 (valid: 0-3) breaks PRACH occasion calculation in openair2/LAYER2/NR_MAC_COMMON/nr_mac_common.c, causing RA procedure failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.08695652173913043
du_gnb_case_019.json,gNBs[0].servingCellConfigCommon[0].powerRampingStep,1,4,invalid enum,MAC,Invalid power ramping step enum value 4 (valid: 0-3) breaks PRACH power control configuration in openair2/LAYER2/NR_MAC_gNB/config.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_020.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,100,invalid enum,MAC,"Invalid RA response window value 100 (valid: 1,2,4,8,10,20,40,80) breaks random access response scheduling in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler_ulsch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_021.json,MACRLCs[0].local_n_portd,2152,True,wrong type,F1AP,"Boolean instead of integer for UDP port causes type conversion failure in common/config/config_userapi.c, preventing F1-U data plane initialization",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_022.json,gNBs[0].servingCellConfigCommon[0].pMax,20,20dBm,wrong type,RRC,"String instead of numeric value breaks power parameter parsing in openair2/GNB_APP/gnb_config.c, causing SIB1 encoding failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05555555555555555
du_gnb_case_023.json,RUs[0].ru_thread_core,6,core6,wrong type,PHY,"String instead of integer for CPU core assignment breaks thread pinning in targets/RT/USER/openair0.c, causing RU thread initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_024.json,fhi_72.ru_addr[0],e8:c7:4f:25:80:ed,e8:c7:4f:25:80:ed:00,invalid format,PHY,"Invalid MAC address format (too many octets) breaks Ethernet frame construction in targets/ARCH/ETHERNET/USERSPACE/LIB/eth_udp.c, causing FHI72 fronthaul failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.043478260869565216
du_gnb_case_025.json,fhi_72.dpdk_devices[0],0000:ca:02.0,ca:02.0,invalid format,PHY,"Invalid PCI device format (missing domain) breaks DPDK device initialization in fhi_72 initialization code, preventing fronthaul interface setup",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
